axis,axis_label,distance_px,region,S,structure_corr,S_measurable,structure_corr_measurable,noise_level,sample_count_structure,noise_source,noise_corr,N,Q,sample_count_noise
z,t,6,background,0.9988974298482767,0.9988974298482767,0.901316535504221,0.901316535504221,F1,500000,proxy,0.015566168671439264,0.9844338313285608,0.9833484239697913,500000
z,t,7,all,0.9906035770850541,0.9906035770850541,0.9558626112808315,0.9558626112808315,F1,500000,gt,0.0009201596652182773,0.9990798403347817,0.9896920636291995,500000
z,t,7,all,0.9906035770850541,0.9906035770850541,0.9558626112808315,0.9558626112808315,F1,500000,proxy,0.039161363681747954,0.9608386363182521,0.9518101901383859,500000
z,t,7,foreground,0.9638597621280826,0.9638597621280826,0.9476541231377708,0.9476541231377708,F1,500000,gt,0.004142274710860644,0.9958577252891394,0.9598671902106033,500000
z,t,7,foreground,0.9638597621280826,0.9638597621280826,0.9476541231377708,0.9476541231377708,F1,500000,proxy,0.07882437142893528,0.9211756285710647,0.8878841222326934,500000
z,t,7,background,0.9985866127821741,0.9985866127821741,0.8999446885394824,0.8999446885394824,F1,500000,gt,-0.0011125961609586542,0.9988874038390414,0.997475589150408,500000
z,t,7,background,0.9985866127821741,0.9985866127821741,0.8999446885394824,0.8999446885394824,F1,500000,proxy,0.01118531669319639,0.9888146833068037,0.9874171052726193,500000
z,t,8,all,0.985407938367182,0.985407938367182,0.949617669337619,0.949617669337619,F1,500000,gt,-0.0007177810413255667,0.9992822189586744,0.9847006312310503,500000
z,t,8,all,0.985407938367182,0.985407938367182,0.949617669337619,0.949617669337619,F1,500000,proxy,0.035452780877773794,0.9645472191222262,0.9504724866530314,500000
z,t,8,foreground,0.9724901160610384,0.9724901160610384,0.9362717754832224,0.9362717754832224,F1,500000,gt,-0.0009733135150373529,0.9990266864849626,0.9715435782878359,500000
z,t,8,foreground,0.9724901160610384,0.9724901160610384,0.9362717754832224,0.9362717754832224,F1,500000,proxy,0.07548317551159403,0.924516824488406,0.8990834739471126,500000
z,t,8,background,0.9979800911096696,0.9979800911096696,0.9001111039282435,0.9001111039282435,F1,500000,gt,-0.0012170365398671747,0.9987829634601328,0.9967655128727292,500000
z,t,8,background,0.9979800911096696,0.9979800911096696,0.9001111039282435,0.9001111039282435,F1,500000,proxy,0.01371719885273368,0.9862828011472663,0.9842905997488489,500000
y,y,1,all,0.9739615659646189,0.9739615659646189,0.9648119647196471,0.9648119647196471,F1,500000,gt,-0.0018124928929011625,0.9981875071070988,0.9721962675483491,500000
y,y,1,all,0.9739615659646189,0.9739615659646189,0.9648119647196471,0.9648119647196471,F1,500000,proxy,-0.08317438323025984,0.9168256167697402,0.8929529134255337,500000
y,y,1,foreground,0.9465203970830615,0.9465203970830615,0.9381969912910841,0.9381969912910841,F1,500000,gt,-0.001473442641405314,0.9985265573585946,0.9451257535690394,500000
y,y,1,foreground,0.9465203970830615,0.9465203970830615,0.9381969912910841,0.9381969912910841,F1,500000,proxy,-0.061729524615680875,0.9382704753843192,0.8880921429320786,500000
y,y,1,background,0.9733988047135994,0.9733988047135994,0.9432312191702783,0.9432312191702783,F1,500000,gt,-0.0020096346460710558,0.9979903653539289,0.9714426287512028,500000
y,y,1,background,0.9733988047135994,0.9733988047135994,0.9432312191702783,0.9432312191702783,F1,500000,proxy,-0.10064877978903704,0.8993512202109629,0.8754274027710685,500000
y,y,2,all,0.8974980974911873,0.8974980974911873,0.8757967471322214,0.8757967471322214,F1,500000,gt,-0.0014344872780018936,0.9985655127219981,0.8962106478883053,500000
y,y,2,all,0.8974980974911873,0.8974980974911873,0.8757967471322214,0.8757967471322214,F1,500000,proxy,-0.002602680620476642,0.9973973193795234,0.8951621965859323,500000
y,y,2,foreground,0.8235998556132387,0.8235998556132387,0.8000355018311052,0.8000355018311052,F1,500000,gt,-0.0018321604974173243,0.9981678395025827,0.8220908884921055,500000
y,y,2,foreground,0.8235998556132387,0.8235998556132387,0.8000355018311052,0.8000355018311052,F1,500000,proxy,-0.005546934584294993,0.994453065415705,0.8190314010905172,500000
y,y,2,background,0.9142417485226789,0.9142417485226789,0.8434115316673771,0.8434115316673771,F1,500000,gt,0.001620143779622917,0.9983798562203771,0.9127605454407383,500000
